0	0	0	0
0.06977	23.62976	0.06975	23.64625
0.144	25.99488	0.1439	26.03231
0.21824	25.2065	0.218	25.26151
0.29247	29.14836	0.29204	29.23361
0.3667	25.99488	0.36603	26.0902
0.44093	29.14836	0.43996	29.27688
0.51516	29.93673	0.51384	30.09095
0.58939	26.78325	0.58766	26.9411
0.66362	30.7251	0.66143	30.929
0.73785	29.14836	0.73515	29.36343
0.81209	31.51347	0.80881	31.76939
0.88632	33.09021	0.88241	33.3835
0.96055	33.09021	0.95596	33.40806
1.03478	33.87858	1.02946	34.22915
1.10901	35.45533	1.10291	35.84853
1.18324	34.66695	1.1763	35.07715
1.25747	33.09021	1.24963	33.50631
1.3317	37.82044	1.32291	38.32409
1.40594	39.39718	1.39614	39.95108
1.48017	37.03207	1.46932	37.5802
1.5544	40.97392	1.54244	41.61082
1.62863	41.76229	1.61551	42.44244
1.70286	38.60881	1.68852	39.26626
1.77709	40.18555	1.76149	40.89968
1.85132	40.97392	1.83439	41.73248
1.92555	42.55066	1.90725	43.37
1.99979	40.97392	1.98005	41.79331
2.07402	40.97392	2.0528	41.82373
2.14825	41.76229	2.1255	42.65945
2.22248	42.55066	2.19814	43.49634
2.29671	44.1274	2.27073	45.14088
2.37094	43.33903	2.34327	44.36658
2.44517	45.70415	2.41576	46.82169
2.5194	43.33903	2.48819	44.43092
2.59364	44.1274	2.56057	45.27191
2.66787	45.70415	2.6329	46.92347
2.7421	43.33903	2.70518	44.52743
2.81633	45.70415	2.7774	46.99133
2.89056	44.1274	2.84957	45.40293
2.96479	48.06926	2.92169	49.49441
3.03902	48.06926	2.99376	49.53009
3.11325	48.85763	3.06578	50.37869
3.18749	48.06926	3.13774	49.60146
3.26172	46.49252	3.20965	48.00897
3.33595	47.28089	3.28151	48.85815
3.41018	47.28089	3.35332	48.89325
3.48441	48.06926	3.42508	49.74419
3.55864	51.22274	3.49679	53.04557
3.63287	48.85763	3.56844	50.63256
3.7071	45.70415	3.64004	47.39845
3.78134	48.85763	3.7116	50.7051
3.85557	51.22274	3.7831	53.19766
3.9298	48.85763	3.85455	50.77764
4.00403	50.43437	3.92594	52.45378
4.07826	51.22274	3.99729	53.31173
4.15249	51.22274	4.06859	53.34976
4.22672	50.43437	4.13984	52.56609
4.30095	53.58785	4.21103	55.89264
4.37518	52.01111	4.28218	54.28669
4.44942	50.43437	4.35327	52.67841
4.44942	48.85763	4.35327	51.03151
4.47911	50.43437	4.3817	52.69338
4.5088	52.01111	4.41011	54.35619
4.53849	53.58785	4.43852	56.01994
4.56819	52.01111	4.46692	54.38708
4.59788	49.646	4.49531	51.92866
4.62757	52.79948	4.52369	55.24281
4.65726	51.22274	4.55207	53.60832
4.68696	51.22274	4.58043	53.62353
4.71665	52.01111	4.60879	54.46429
4.74634	51.22274	4.63714	53.65394
4.77603	51.22274	4.66549	53.66915
4.80573	52.01111	4.69382	54.51062
4.83542	49.646	4.72215	52.04659
4.86511	49.646	4.75047	52.06133
4.8948	50.43437	4.77878	52.90303
4.9245	52.79948	4.80708	55.39959
4.95419	52.79948	4.83538	55.41527
4.98388	52.79948	4.86366	55.43094
5.01357	49.646	4.89194	52.13503
5.04327	54.37622	4.92021	57.11856
5.07296	53.58785	4.94848	56.30634
5.10265	51.22274	4.97673	53.83646
5.13234	49.646	5.00498	52.194
5.16204	52.01111	5.03322	54.69595
5.19173	51.22274	5.06145	53.88208
5.22142	53.58785	5.08967	56.3859
5.25111	51.22274	5.11789	53.9125
5.28081	51.22274	5.14609	53.92771
5.3105	50.43437	5.17429	53.11269
5.34019	51.22274	5.20248	53.95813
5.36988	52.01111	5.23067	54.80405
5.39958	51.22274	5.25884	53.98855
5.42927	54.37622	5.28701	57.32845
5.45896	55.16459	5.31517	58.17601
5.48865	52.79948	5.34332	55.69746
5.51835	52.79948	5.37146	55.71314
5.54804	53.58785	5.3996	56.56093
5.57773	52.79948	5.42773	55.74449
5.60742	50.43437	5.45585	53.26244
5.63712	53.58785	5.48396	56.60866
5.66681	51.22274	5.51206	54.12543
5.6965	54.37622	5.54016	57.47376
5.72619	53.58785	5.56825	56.6564
5.75589	56.74133	5.59633	60.0073
5.78558	52.79948	5.6244	55.85423
5.81527	49.646	5.65247	52.53305
5.84496	54.37622	5.68052	57.55449
5.87466	52.79948	5.70857	55.90127
5.90435	55.95296	5.73661	59.25662
5.93404	52.01111	5.76465	55.09747
5.96373	52.79948	5.79267	55.9483
5.99343	52.01111	5.82069	55.12836
6.02312	52.79948	5.8487	55.97965
6.05281	54.37622	5.8767	57.66751
6.0825	52.79948	5.90469	56.01101
6.1122	53.58785	5.93268	56.86325
6.14189	53.58785	5.96066	56.87916
6.17158	52.01111	5.98863	55.22102
6.20127	54.37622	6.01659	57.74824
6.23097	52.79948	6.04455	56.0894
6.26066	55.95296	6.07249	59.45599
6.29035	53.58785	6.10043	56.95872
6.32004	53.58785	6.12836	56.97463
6.34974	54.37622	6.15629	57.82897
6.37943	54.37622	6.1842	57.84511
6.40912	55.16459	6.21211	58.70016
6.43881	55.16459	6.24001	58.71654
6.46851	53.58785	6.2679	57.05419
6.4982	55.16459	6.29579	58.7493
6.52789	55.16459	6.32367	58.76568
6.55758	54.37622	6.35153	57.94199
6.58728	53.58785	6.3794	57.11783
6.61697	52.79948	6.40725	56.2932
6.64666	53.58785	6.4351	57.14966
6.67635	54.37622	6.46293	58.00657
6.70605	55.95296	6.49076	59.70519
6.73574	53.58785	6.51859	57.19739
6.76543	55.95296	6.5464	59.73842
6.79512	54.37622	6.57421	58.07115
6.82482	54.37622	6.60201	58.0873
6.85451	52.79948	6.6298	56.41862
6.8842	54.37622	6.65758	58.11959
6.91389	55.95296	6.68536	59.82149
6.94359	53.58785	6.71313	57.30877
6.97328	53.58785	6.74089	57.32468
7.00297	54.37622	6.76864	58.18417
7.03266	52.79948	6.79639	56.51269
7.06236	55.16459	6.82412	59.06051
7.09205	56.74133	6.85186	60.76546
7.12174	54.37622	6.87958	58.24875
7.15143	54.37622	6.90729	58.2649
7.18113	56.74133	6.935	60.816
7.21082	56.74133	6.9627	60.83285
7.24051	53.58785	6.99039	57.46789
7.2702	56.74133	7.01807	60.86654
7.2999	53.58785	7.04575	57.49971
7.32959	55.16459	7.07342	59.20793
7.35928	54.37622	7.10108	58.37792
7.38897	52.79948	7.12873	56.70082
7.41867	55.16459	7.15638	59.25707
7.44836	55.16459	7.18402	59.27345
7.47805	54.37622	7.21165	58.4425
7.50774	55.95296	7.23927	60.15377
7.53744	54.37622	7.26688	58.47479
7.56713	55.16459	7.29449	59.33897
7.59682	52.79948	7.32209	56.81056
7.62651	56.74133	7.34969	61.06872
7.65621	55.95296	7.37727	60.23684
7.6859	55.95296	7.40485	60.25345
7.71559	54.37622	7.43242	58.57167
7.74528	56.74133	7.45998	61.13611
7.77498	54.37622	7.48753	58.60396
7.80467	55.95296	7.51508	60.31991
7.83436	55.95296	7.54262	60.33652
7.86405	56.74133	7.57015	61.2035
7.89375	55.16459	7.59767	59.51914
7.92344	55.16459	7.62519	59.53552
7.95313	57.5297	7.6527	62.10512
7.98282	55.16459	7.6802	59.56828
8.01252	55.95296	7.70769	60.4362
8.04221	56.74133	7.73518	61.30459
8.0719	56.74133	7.76266	61.32144
8.10159	58.31808	7.79013	63.04277
8.13129	57.5297	7.81759	62.20761
8.16098	52.01111	7.84505	56.25573
8.19067	59.10645	7.8725	63.94766
8.22036	53.58785	7.89994	57.99297
8.25006	55.16459	7.92737	59.7157
8.27975	55.16459	7.9548	59.73208
8.30944	55.16459	7.98222	59.74846
8.33913	56.74133	8.00963	61.47307
8.36883	55.16459	8.03703	59.78122
8.39852	54.37622	8.06442	58.94302
8.42821	58.31808	8.09181	63.23325
8.4579	56.74133	8.11919	61.54046
8.4876	56.74133	8.14657	61.55731
8.51729	53.58785	8.17393	58.15209
8.54698	53.58785	8.20129	58.168
8.57668	56.74133	8.22864	61.60785
8.60637	55.16459	8.25598	59.91226
8.63606	55.95296	8.28332	60.78509
8.66575	54.37622	8.31065	59.08833
8.69544	55.95296	8.33797	60.81832
8.72514	56.74133	8.36528	61.69209
8.75483	53.58785	8.39259	58.27938
8.78452	55.95296	8.41989	60.86816
8.81421	56.74133	8.44718	61.74264
8.84391	56.74133	8.47446	61.75948
8.8736	59.10645	8.50174	64.35132
8.90329	58.31808	8.52901	63.5103
8.93298	56.74133	8.55627	61.81003
8.96268	54.37622	8.58352	59.24979
8.99237	57.5297	8.61077	62.70299
9.02206	57.5297	8.63801	62.72007
9.05175	56.74133	8.66524	61.87742
9.08145	58.31808	8.69246	63.6142
9.11114	54.37622	8.71968	59.33051
9.14083	57.5297	8.74689	62.7884
9.17052	56.74133	8.77409	61.94481
9.20022	55.95296	8.80129	61.10076
9.22991	56.74133	8.82847	61.97851
9.2596	58.31808	8.85565	63.7181
9.28929	58.31808	8.88283	63.73541
9.31899	59.10645	8.90999	64.61457
9.34868	58.31808	8.93715	63.77004
9.37837	56.74133	8.9643	62.06275
9.40806	56.74133	8.99144	62.07959
9.43776	56.74133	9.01858	62.09644
9.46745	58.31808	9.04571	63.83931
9.49714	57.5297	9.07283	62.99338
9.52683	58.31808	9.09994	63.87394
9.55653	55.95296	9.12705	61.30012
9.58622	59.10645	9.15414	64.77252
9.61591	58.31808	9.18124	63.92589
9.6456	56.74133	9.20832	62.21438
9.6753	56.74133	9.2354	62.23123
9.70499	55.95296	9.26247	61.38319
9.73468	58.31808	9.28953	63.99515
9.76437	59.10645	9.31658	64.87782
9.79407	57.5297	9.34363	63.1642
9.82376	59.10645	9.37067	64.91292
9.85345	55.95296	9.3977	61.46626
9.88314	58.31808	9.42473	64.08173
9.91284	54.37622	9.45175	59.76645
9.94253	58.31808	9.47876	64.11637
9.97222	60.68319	9.50576	66.73465
10.00191	56.74133	9.53276	62.41655
10.03161	58.31808	9.55975	64.16832
10.0613	59.89482	9.58673	65.92101
10.09099	58.31808	9.6137	64.20295
10.12068	56.74133	9.64067	62.48394
10.15038	59.10645	9.66763	65.10597
10.18007	57.5297	9.69458	63.38627
10.20976	57.5297	9.72153	63.40335
10.23945	57.5297	9.74847	63.42043
10.26915	58.31808	9.7754	64.30684
10.29884	55.16459	9.80232	60.8459
10.32853	56.74133	9.82924	62.60188
10.35822	59.89482	9.85615	66.09886
10.38792	58.31808	9.88305	64.37611
10.38792	57.5297	9.88305	63.50584
10.40276	58.31808	9.8965	64.38477
10.41761	58.31808	9.90994	64.39342
10.43246	59.89482	9.92339	66.14332
10.4473	59.89482	9.93683	66.15221
10.46215	57.5297	9.95027	63.54855
10.47699	58.31808	9.96371	64.42806
10.49184	58.31808	9.97715	64.43671
10.50669	58.31808	9.99058	64.44537
10.52153	57.5297	10.00402	63.58271
10.53638	57.5297	10.01745	63.59125
10.55122	58.31808	10.03088	64.47135
10.56607	54.37622	10.04431	60.12165
10.58092	55.16459	10.05774	61.00151
10.59576	59.10645	10.07116	65.36923
10.61061	58.31808	10.08458	64.50598
10.62546	55.95296	10.098	61.89822
10.6403	56.74133	10.11142	62.77878
10.65515	55.95296	10.12484	61.91483
10.67	56.74133	10.13826	62.79563
10.68484	57.5297	10.15167	63.67666
10.69969	57.5297	10.16508	63.6852
10.71453	58.31808	10.17849	64.56658
10.72938	58.31808	10.1919	64.57524
10.74423	58.31808	10.20531	64.5839
10.75907	59.89482	10.21871	66.33894
10.77392	58.31808	10.23212	64.60122
10.78876	58.31808	10.24552	64.60987
10.80361	59.10645	10.25892	65.49208
10.81846	56.74133	10.27232	62.87987
10.8333	54.37622	10.28571	60.26696
10.84815	59.10645	10.29911	65.5184
10.863	58.31808	10.3125	64.65317
10.87784	56.74133	10.32589	62.91357
10.89269	56.74133	10.33928	62.92199
10.90754	57.5297	10.35267	63.80478
10.92238	57.5297	10.36605	63.81332
10.93723	56.74133	10.37943	62.94726
10.95207	58.31808	10.39282	64.70511
10.96692	55.95296	10.4062	62.08928
10.98177	58.31808	10.41957	64.72243
10.99661	57.5297	10.43295	63.85602
11.01146	59.10645	10.44632	65.61493
11.02631	59.89482	10.4597	66.499
11.04115	57.5297	10.47307	63.88165
11.056	59.10645	10.48644	65.64125
11.07084	58.31808	10.4998	64.77438
11.08569	59.89482	10.51317	66.53457
11.10054	58.31808	10.52653	64.79169
11.11538	57.5297	10.5399	63.92435
11.13023	57.5297	10.55326	63.93289
11.14508	56.74133	10.56662	63.0652
11.15992	56.74133	10.57997	63.07362
11.17477	59.89482	10.59333	66.58792
11.18961	57.5297	10.60668	63.96706
11.20446	59.10645	10.62003	65.729
11.21931	59.89482	10.63338	66.6146
11.23415	58.31808	10.64673	64.86962
11.249	59.89482	10.66007	66.63238
11.26385	57.5297	10.67342	64.00976
11.27869	56.74133	10.68676	63.14101
11.29354	56.74133	10.7001	63.14944
11.30838	58.31808	10.71344	64.91291
11.32323	55.95296	10.72678	62.28865
11.33808	58.31808	10.74011	64.93022
11.35292	59.10645	10.75345	65.81675
11.36777	59.89482	10.76678	66.70352
11.38262	58.31808	10.78011	64.9562
11.39746	59.10645	10.79344	65.84308
11.41231	57.5297	10.80676	64.09517
11.42715	57.5297	10.82009	64.10371
11.442	59.89482	10.83341	66.74798
11.45685	57.5297	10.84673	64.12079
11.47169	59.10645	10.86005	65.88696
11.48654	56.74133	10.87337	63.25895
11.50139	58.31808	10.88668	65.02546
11.51623	56.74133	10.9	63.2758
11.53108	55.95296	10.91331	62.40494
11.54593	58.31808	10.92662	65.05144
11.56077	58.31808	10.93993	65.06009
11.57562	59.89482	10.95324	66.82801
11.59046	58.31808	10.96654	65.07741
11.60531	59.10645	10.97984	65.96593
11.62016	61.47156	10.99315	68.61465
11.635	56.74133	11.00644	63.34319
11.64985	59.10645	11.01974	65.99226
11.66469	59.89482	11.03304	66.88136
11.67954	58.31808	11.04633	65.12936
11.69439	57.5297	11.05963	64.25745
11.70923	58.31808	11.07292	65.14667
11.72408	58.31808	11.08621	65.15533
11.73893	59.10645	11.09949	66.04491
11.75377	60.68319	11.11278	67.81575
11.76862	57.5297	11.12606	64.30016
11.78346	59.10645	11.13935	66.07123
11.79831	57.5297	11.15263	64.31724
11.81316	58.31808	11.1659	65.20728
11.828	59.89482	11.17918	66.97918
11.84285	60.68319	11.19246	67.86981
11.85769	55.95296	11.20573	62.58769
11.87254	59.10645	11.219	66.12388
